,Select Fair,Select G Fair,Select Acc,Hyp,Best Res,time
0,0.7348838220043346,0.3276463159515568,0.7728904335130455,0.0,0.0,0.0
1,0.7332382778700965,0.14594125570846117,0.6441798147204848,56.098632267764344,36.142361767166086,19.632362127304077
2,0.7905311727059972,0.2912959945467195,0.666735243375129,19.36895490045542,12.92477952802114,22.735573053359985
3,0.7725418014950447,0.12760691036988192,0.6812837685365041,11.52263755576496,7.869926053170502,25.93921160697937
4,0.8212000662847304,0.21055396206539223,0.6851993259709881,8.242646025218182,5.6695475560355115,29.66131329536438
5,0.8467358996571204,0.2444108797000607,0.6872980243317066,7.532013251434998,5.1970861847180965,32.56783938407898
6,0.804405175457331,0.3092867950724364,0.6734591817935587,7.176688425174683,4.86046090405749,36.251044511795044
7,0.7958894650572685,0.3250645955385948,0.6711545336109043,9.869894652375981,6.644904655025181,39.38708186149597
8,0.8422922932346915,0.3777265672439911,0.7045346623091425,10.407801460549322,7.3478097232074155,42.77458119392395
9,0.850102593550322,0.3892980003713128,0.7175168452328831,4.825671026361163,3.493562751006454,45.17703199386597
10,0.8588800287588847,0.391492786931556,0.7182835861883685,3.57878726129701,2.61001649248741,47.850348711013794
11,0.8721554270907966,0.4092167644183773,0.7351968936163402,3.5161587384279267,2.621428140461995,51.527629137039185
12,0.8591801062171116,0.4009641340463028,0.7328415269161227,2.38196512718023,1.8047221696951197,54.16630935668945
13,0.7956417202278461,0.3102752734253341,0.7202349309352514,2.514716700342423,1.8924517402450751,57.90128135681152
14,0.7890906549133606,0.23220273061539654,0.7368963719625775,3.361669592189682,2.5399415892480377,61.57653594017029
15,0.7890509005256461,0.22594930046502315,0.7308648229104583,2.2905544258573487,1.7661808685792983,64.81953144073486
16,0.7724130118873108,0.17849028739151573,0.7275052546706702,2.631819533926346,2.0011376899508826,69.8169572353363
17,0.7889501706130728,0.1790522316298051,0.7352128373087423,2.8434905444924863,2.1647928475054288,67.86084699630737
