,Select Fair,Select G Fair,Select Acc,Hyp,Best Res,time
0,0.719799769237173,0.09682039986596924,0.767873274021875,0.0,0.0,0.0
1,0.6991628520053744,0.43450124594125195,0.7145805067018431,44.46116853652726,31.777850631116394,17.960808753967285
2,0.4927806562404622,0.295333851030824,0.7110599322769695,3.411360945596709,2.5743674175840923,20.848712682724
3,0.4998363180650055,0.05185816918165309,0.7438638910832389,3.699418103101275,2.887064181339942,23.733277559280396
4,0.425563867833025,0.31209407865495753,0.7445989329652475,1.7381763214338646,1.6247263177273636,26.32323718070984
5,0.23034243528999676,0.40265395827678974,0.7297159355008594,1.709005303939367,1.697442515350756,27.795135259628296
6,0.13768143618167072,0.44622673591788786,0.7320226864933386,2.4075393002978873,2.1205476283796005,30.039525270462036
7,0.14189439523483605,0.4663908378352424,0.7331757795225868,2.282999809678178,2.0497077412390405,31.901907682418823
8,0.05453185949544903,0.46500418656390485,0.7230939990515386,2.2231816287446997,2.0328463516618607,33.80593466758728
9,0.013645264518172717,0.46588045565080916,0.720839692763792,2.8040951723065177,2.3730581874142027,35.72899770736694
10,0.012569884737023584,0.48967120853188484,0.7235258910813558,2.953492093445916,2.471254309405283,37.99294376373291
11,0.0069863439277079165,0.48601358739761946,0.7266039966568463,2.7763475383022813,2.3749742924997737,40.011027097702026
12,0.11245008457979722,0.4906565789554741,0.735597620121442,2.5863826224620627,2.2456995521089667,42.05059099197388
13,0.010510477577501676,0.48554200200146813,0.7336524268779269,2.102599413833316,2.013180129644372,44.37374234199524
14,0.0014782323380593265,0.48923477780396873,0.7332499428004342,2.1989151498360364,2.0664518602755866,46.870002031326294
15,0.0048984354392050955,0.5064718835238051,0.7263392623154823,2.2193884021528323,2.0603964055953092,48.77941966056824
16,0.03015990050799322,0.5461836201374315,0.7298727046810745,2.6021966717533593,2.271972860904624,52.545592069625854
17,0.013964655205924936,0.5459692702701318,0.7323516036121879,2.398864366861073,2.1678547235621943,51.59075617790222
