acc_test,fair_test,time,Choice,f_nopred,not enough data
0.9063815418844621,1.0,0,0,1,All Available
0.9064470409538548,1.0,6.808663368225098,0.10762364816396984,1,"Prot: 1,Pred: 1"
0.9064768132581241,1.0,6.712496042251587,0.31598939300420953,1,"Prot: 1,Pred: 1"
0.9103075164074514,1.0,6.414125919342041,0.3158811010432975,1,"Prot: 1,Pred: 1"
0.9078102678200017,1.0,6.485429048538208,0.3022526570701699,1,"Prot: 1,Pred: 0"
0.9088051144183527,1.0,6.308327913284302,0.31106874018182984,1,"Prot: 1,Pred: 1"
0.9094419802563865,1.0,6.417321681976318,0.3075262109708341,1,"Prot: 1,Pred: 1"
0.9091037288474018,1.0,6.186665773391724,0.30527961698346406,1,"Prot: 1,Pred: 1"
0.9086558963424636,1.0,6.591541051864624,0.3064707740141065,1,"Prot: 1,Pred: 1"
0.9096607858937515,1.0,6.562370777130127,0.30805497556170647,1,"Prot: 1,Pred: 1"
0.9097504593611018,1.0,6.402862310409546,0.3045115570523791,1,"Prot: 1,Pred: 1"
0.9085165429422406,1.0,6.384511947631836,0.3041973403465326,1,"Prot: 1,Pred: 1"
0.9124966424447281,1.0,6.4451069831848145,0.30854960495511075,1,"Prot: 1,Pred: 1"
0.9126160882163479,1.0,6.499063730239868,0.29473010389892884,1,"Prot: 1,Pred: 1"
0.9107553489123899,1.0,6.346652984619141,0.294325078376977,1,"Prot: 1,Pred: 1"
0.9137106512349861,1.0,5.971072196960449,0.3006982944885433,1,"Prot: 1,Pred: 1"
0.9119096348168378,1.0,6.846353054046631,0.2906393765473424,1,"Prot: 1,Pred: 1"
0.9150139769380522,1.0,6.303425073623657,0.29672868732023844,1,"Prot: 1,Pred: 1"
0.9122478862258226,1.0,6.262691259384155,0.28631086214972634,1,"Prot: 1,Pred: 1"
0.9113922147504236,1.0,6.076939105987549,0.29557539476491423,1,"Prot: 1,Pred: 1"
0.9138699122638123,1.0,6.822423934936523,0.2985015809847488,1,"Prot: 1,Pred: 1"
0.9142677082813357,1.0,6.274934768676758,0.29010695996722147,1,"Prot: 1,Pred: 1"
0.9140090873867642,1.0,6.641554117202759,0.2887813670907829,1,"Prot: 1,Pred: 1"
0.9155911198902762,1.0,6.614475250244141,0.2896424900793301,1,"Prot: 1,Pred: 1"
0.9139095492437479,1.0,7.342213153839111,0.28441474635485436,1,"Prot: 1,Pred: 1"
0.9127254910350303,1.0,7.420231103897095,0.28997460345655,1,"Prot: 1,Pred: 1"
0.9146459532247981,1.0,7.656388282775879,0.2939545956245904,1,"Prot: 1,Pred: 1"
0.9154716741186566,1.0,7.832918882369995,0.2875265433616666,1,"Prot: 1,Pred: 1"
0.9147553560434807,1.0,7.474186897277832,0.28480613410790684,1,"Prot: 1,Pred: 1"
0.9149542540522424,1.0,6.756751298904419,0.28716461828971435,1,"Prot: 1,Pred: 1"
0.9156309351474828,1.0,7.233356237411499,0.28650779293750517,1,"Prot: 1,Pred: 1"
0.9171731523937883,1.0,6.901386022567749,0.28428440333033445,1,"Prot: 1,Pred: 1"
0.9188945382975233,1.0,6.899082183837891,0.2792813579317753,1,"Prot: 1,Pred: 1"
0.9169939837363588,1.0,6.222442388534546,0.27380099241282985,1,"Prot: 1,Pred: 1"
0.9163074379654523,1.0,6.283409595489502,0.27985804163482025,1,"Prot: 1,Pred: 1"
0.9176109419457894,1.0,6.536525011062622,0.2820788468824682,1,"Prot: 1,Pred: 1"
0.9172029246980578,1.0,6.351636648178101,0.2778772547642472,1,"Prot: 1,Pred: 1"
0.9172029246980578,1.0,6.378267049789429,0.2791856460928139,1,"Prot: 1,Pred: 1"
0.9181283620122037,1.0,6.605607748031616,0.2791856460928139,1,"Prot: 1,Pred: 0"
0.9172825552124708,1.0,6.381071090698242,0.2762268553832525,1,"Prot: 1,Pred: 1"
0.9185959238684742,1.0,6.293785572052002,0.278929811516677,1,"Prot: 1,Pred: 1"
0.9173322351453435,1.0,6.679642200469971,0.27474391979998714,1,"Prot: 1,Pred: 1"
0.9178100182318223,1.0,6.577598333358765,0.27877032005697155,1,"Prot: 1,Pred: 1"
0.9187453202216342,1.0,6.17052698135376,0.2772411031595608,1,"Prot: 1,Pred: 1"
0.9198197973343982,1.0,7.15061354637146,0.27427176942164666,1,"Prot: 1,Pred: 1"
0.9198994278488114,1.0,6.146853685379028,0.2708998239203994,1,"Prot: 1,Pred: 1"
0.9189144459261267,1.0,6.630131483078003,0.270651582140787,1,"Prot: 1,Pred: 1"
