filename,Algorithm,Accuracy Gen,Accuracy Orig,Accuracy Bal Gen,Accuracy Bal Orig,K1 Dist,Disparate Impact,Disparate Impact Gen,Equal Opp. Diff,Statistical Par. Diff,Theil Index,Avg. Odds
Original_0_0_0,RandomForest,0.9036639857015192,0.9057613623797413,0.6879209959240189,0.6968002741435086,0.0039541439319194,0.6882006540707764,0.7093441264121635,0.0542961922061897,0.1496910459498933,0.0801782269005561,0.066193278660076
sample_data_0_9_0-age.csv,RandomForest,0.9675379803395888,0.8900364923144973,0.875813940509544,0.6356655970019401,0.0510033780499898,0.54042746128191,0.7180626869146591,-0.0194756143537718,0.0705569343587543,0.0961460906252925,0.0051418401241884
sample_data_1_9_0-age.csv,RandomForest,0.8833780160857909,0.8889748977109366,0.6186039616228847,0.605054491348973,0.1142576205196453,0.8055752041966668,0.645995867774338,0.1783486993179559,0.1633230356050947,0.1024637967109391,0.1400125260041375
sample_data_2_9_0-age.csv,RandomForest,0.9228328865058086,0.8904788233993145,0.739554557199906,0.6744534707680871,0.0600557122377929,0.4512489818145209,0.6144715876873293,-0.0838907358535833,0.0662126607438077,0.088274315701897,-0.0286767706537964
sample_data_3_9_0-age.csv,RandomForest,0.936148346738159,0.8848612186221386,0.6933711635054914,0.5511505978246074,0.15452550928431,0.3507276559969338,0.8910832308288065,-0.0582116050313603,0.0134238147954242,0.1141130000301437,-0.022850660962029
sample_data_4_9_0-age.csv,RandomForest,0.9263851653261842,0.8407386929116443,0.7228900388513695,0.5724931316161092,0.1685911167088337,0.6804066916214019,0.4893271256056137,0.1505871062823457,0.1789450312684145,0.1198229918036892,0.1521795664656413
sample_data_5_9_0-age.csv,RandomForest,0.9253127792672028,0.8809465885215083,0.7050329647983047,0.703657519474724,0.0386822980712831,0.7182813179564179,0.6622806536221854,0.1815210611097782,0.249893270419054,0.0842487869263343,0.1741565845671119
sample_data_6_9_0-age.csv,RandomForest,0.9287086684539768,0.8757049651664272,0.739864447785267,0.5937686564955795,0.0439292737566504,0.5729514968113876,0.3855305324716038,0.0421318161565616,0.0750928638386325,0.108109838692389,0.0391477167863065
sample_data_bank_tab_split_age_60_0_0.csv,RandomForest,0.8931858802502234,0.8916952338825611,0.611585162677766,0.596919531304561,0.0117939938352878,0.3869056926793741,0.8243923938366233,-0.0752208931692771,0.0255874345512539,0.1032969584049648,-0.0325748259726655
sample_data_bank_tab_split_age_60_0_1.csv,RandomForest,0.8908847184986595,0.8901913081941834,0.6121828358295764,0.5938540836847919,0.0072414100391306,0.1249439323103958,0.737590160655499,-0.1707194022689104,-0.0048586271560729,0.1043140804598892,-0.0822939545145224
sample_data_bank_tab_split_age_60_0_2.csv,RandomForest,0.889544235924933,0.8875373216852814,0.614728360450835,0.581118022568308,0.0064517416681383,0.1071210814839765,0.8193352724241286,-0.1081948109812523,-0.0040519939803361,0.1075351356159205,-0.0591126571228341
sample_data_bank_tab_split_age_60_0_3.csv,RandomForest,0.8920464700625559,0.8873382726971139,0.6141599372899271,0.5680501838868482,0.0105776306735766,0.6828107781970034,0.8278508495163089,-0.1439599684683141,-0.0221387835358908,0.1101240929740774,-0.0790484864040989
sample_data_bank_tab_split_age_60_0_4.csv,RandomForest,0.8954870420017873,0.8897047440008846,0.6250380156519432,0.5835752409113022,0.011669458980643,0.1551855305429066,0.8527444752567064,-0.1463577475408712,-0.0056671253796149,0.1064426965637945,-0.0725231575820455
sample_data_bank_tab_split_age_60_0_5.csv,RandomForest,0.8946604110813225,0.8878690699988943,0.6020189815107614,0.5820438250831841,0.010972981561782,0.7125763624722913,0.8367967917874731,-0.181278404222504,-0.0282162194326435,0.1072616342788135,-0.0987255436344931
sample_data_bank_tab_split_age_60_0_6.csv,RandomForest,0.8937667560321716,0.89271259537764,0.6271231968675692,0.5936418710412836,0.007419867005287,0.1270881359891971,0.820802967553151,-0.1386914350344449,-0.0036504314255226,0.103639037674663,-0.0716799380487237
sample_data_bank_tab_split_age_60_0_7.csv,RandomForest,0.884271671134942,0.8910538538095765,0.6065928767958811,0.5976222785397478,0.007630335138397,0.1766575325862504,0.7739361361139657,-0.0984323268327792,0.009036067804257,0.1033425377600569,-0.0516041752676932
