filename,Test Algorithm,Accuracy Gen,Accuracy Orig,Accuracy Bal Gen,Accuracy Bal Orig,K1 Dist,Disparate Impact,Disparate Impact Gen,Equal Opp. Diff,Statistical Par. Diff,Theil Index,Avg. Odds,testfile
Original_0_0_0,Tree,0.598103448275862,0.6061485909479079,0.59535305309258,0.6040939933679539,0.0019518842066928,0.1377739851164588,0.1627662353493576,-0.0569923103265776,-0.0808968487011812,0.2758695993260401,-0.0550651736956581,all_test
sample_data_0_8_0.csv,Tree,0.6774137931034482,0.5573014517506405,0.6740985807441503,0.5626395220934899,0.0037859025207119,0.2280626877759057,0.2597232673259669,-0.1229974160206718,-0.1168950360811729,0.3707669679394779,-0.0987878295926512,all_test
sample_data_0_9_0.csv,Tree,0.6679310344827586,0.5474807856532878,0.6650260273519984,0.5520760183067368,0.0169448182717321,0.095480417758765,0.2834526584174924,-0.0246053983375362,-0.0453327025797979,0.3728690096414183,-0.0341106439871841,all_test
sample_data_1_8_0.csv,Tree,0.646551724137931,0.5760034158838601,0.6412977430555555,0.5810863406118536,0.0063280126427327,0.1393765559831818,0.225986909158568,-0.0378226082625074,-0.0678349942380027,0.3534113155408223,-0.0498960959537418,all_test
sample_data_1_9_0.csv,Tree,0.6755172413793102,0.5995730145175064,0.6687315553027453,0.5998741540252001,0.0055640756126528,0.142399415627572,0.1861048930593852,-0.0591202017371812,-0.0793908449947079,0.298295962981632,-0.0541470700367116,all_test
sample_data_2_8_0.csv,Tree,0.7077586206896551,0.5787361229718189,0.7033383495685138,0.5818377474817964,0.0027952844344635,0.2565810233378274,0.2446359232115905,-0.1144951900625759,-0.1435509034827629,0.3358802957481063,-0.1265503458000073,all_test
sample_data_2_9_0.csv,Tree,0.6936206896551724,0.5964987190435525,0.6931880985278003,0.5989815648488344,0.002815449119663,0.3427894512560031,0.1737257308407399,-0.2006382117617758,-0.209831631811959,0.317044966127931,-0.1851333666637351,all_test
Original_0_0_0,LogReg,0.6839655172413793,0.67933390264731,0.676942360388173,0.6704226003227234,0.0014477063196983,0.2519742680152622,0.2430291104743075,-0.1426481118271535,-0.1886016783459604,0.1762573866557509,-0.1485616525229011,all_test
sample_data_0_8_0.csv,LogReg,0.7170689655172414,0.6725021349274125,0.7066887226697354,0.6731347094939231,0.0067256850526006,0.352980106668743,0.351406819769045,-0.189447713333956,-0.2310724163992734,0.2450453436081915,-0.1901634810333039,all_test
sample_data_0_9_0.csv,LogReg,0.701896551724138,0.6712211784799317,0.6916376055436908,0.6715420057720376,0.0120562024417853,0.369912012150703,0.3821422523571138,-0.2018150119859282,-0.2474982897181599,0.2439024343835051,-0.2081126917321812,all_test
sample_data_1_8_0.csv,LogReg,0.6672413793103449,0.6725021349274125,0.6543643904320987,0.671041923953809,0.0038011194663745,0.3982714992019309,0.3569925026259117,-0.2298651972230005,-0.2851643104995775,0.2308810908329625,-0.2483698129387669,all_test
sample_data_1_9_0.csv,LogReg,0.7320689655172414,0.6827497865072587,0.7082219388301206,0.6781127800072939,0.0035296907996436,0.3074490771380249,0.2595228970012625,-0.1855873104822389,-0.2197650443080467,0.2021682396030303,-0.1757696379553221,all_test
sample_data_2_8_0.csv,LogReg,0.7224137931034482,0.6759180187873612,0.7102958978009666,0.6726562746509517,0.0017940393924796,0.406035737921906,0.3402429944339679,-0.2768360262756452,-0.3053818726849474,0.2162481762362587,-0.2635281269913919,all_test
sample_data_2_9_0.csv,LogReg,0.7289655172413794,0.6626814688300597,0.7262851970079565,0.6615990730691815,0.0021087227712239,0.3726939940436796,0.2389715799350356,-0.2310248746925687,-0.2583294110338862,0.2407434636844077,-0.2187763781756702,all_test
Original_0_0_0,RandomForest,0.6672413793103449,0.6631938514090521,0.6642268250948296,0.658401631374759,0.0046948315794725,0.2467114901238329,0.2361550985441827,-0.1218610877619003,-0.1683702586965541,0.2150597068742293,-0.1317308430582126,all_test
sample_data_0_8_0.csv,RandomForest,0.7632758620689655,0.6345004269854825,0.7585682777138473,0.6436934289322463,0.0049666422850934,0.5379434088154982,0.3401187221550956,-0.3356355655178855,-0.3248302659757048,0.3354266687184851,-0.2848862611101436,all_test
sample_data_0_9_0.csv,RandomForest,0.7598275862068965,0.5853116994022203,0.7555618633962013,0.5976286655850517,0.0105859117625701,0.3939343658742608,0.3707527834995306,-0.1786401419632016,-0.1854082496509751,0.4020258333838057,-0.1602417031597775,all_test
sample_data_1_8_0.csv,RandomForest,0.7244827586206897,0.6297181895815542,0.7177324459876543,0.6350874721249331,0.0055015539704999,0.2888148816136178,0.3056414132083883,-0.1512484044705955,-0.1568102666287577,0.311907723016765,-0.1195180774118954,all_test
sample_data_1_9_0.csv,RandomForest,0.7503448275862068,0.6657557643040135,0.7379401879562435,0.665435063843901,0.0077156528634906,0.2764020362008364,0.237913781095472,-0.1170729429345288,-0.1740346165822874,0.2436512709608165,-0.137280758012598,all_test
sample_data_2_8_0.csv,RandomForest,0.796551724137931,0.6389410760034158,0.7926168227106294,0.6368336125426243,0.0034333230948184,0.430282413103041,0.3187360163057668,-0.251492792876934,-0.3202060142986729,0.2512056437874642,-0.2969106946184721,all_test
sample_data_2_9_0.csv,RandomForest,0.7899999999999999,0.6265584970111016,0.7895111725189385,0.6355198979730359,0.0031578283290916,0.3564185469914528,0.2163018688471564,-0.1727732635970237,-0.1836059829202773,0.3405268709557527,-0.1476282174380032,all_test
