filename,Test Algorithm,Accuracy Gen,Accuracy Orig,Accuracy Bal Gen,Accuracy Bal Orig,K1 Dist,Disparate Impact,Disparate Impact Gen,Equal Opp. Diff,Statistical Par. Diff,Theil Index,Avg. Odds,testfile,Select Algorithm,selected,retrain,weight,test
Original_0_0_0,LogReg,0.8493418905689112,0.8504199870773206,0.764898646710366,0.7646132571802324,0.0099924070152218,0.7083257153444906,0.7177291008576175,0.0743971243405805,0.1818581918490431,0.1230326971975853,0.0767398172740748,test,None,0,0,0,0
Original_0_0_0,LinSVM,0.8513869248341128,0.8485892741761794,0.7685972695493952,0.7635504594325615,0.0108863064811777,0.69328133194603,0.7104236605307006,0.0631143042458713,0.176539061235234,0.1235431951221549,0.0683199810952487,validation,None,0,0,0,0
Original_0_0_0,LogReg,0.8492113564668771,0.8460047383157441,0.7663755319824684,0.7636265372089059,0.0121078592812713,0.7226600565191971,0.7156329539525075,0.0994362121438905,0.1910715919030927,0.1233288364775464,0.0924080459739748,validation,None,0,0,0,0
Original_0_0_0,LinSVM,0.8502338735994778,0.8505276760715056,0.7645571226740815,0.7628978351415929,0.0093788176210347,0.699238028707871,0.7012142661057517,0.057625033398162,0.1763813331888351,0.1240302676330828,0.0668382670231966,test,None,0,0,0,0
Original_0_0_0,RandomForest,0.8735559664962471,0.8930002153779883,0.8069616770279879,0.8348129017112165,0.0087164714293236,0.6851226570717932,0.6981348039028138,0.035786052927543,0.1902707786477072,0.085298299797317,0.0483776800855277,test,None,0,0,0,0
Original_0_0_0,Tree,0.8427281627325138,0.8633857419771699,0.7904938613270004,0.8170880791711038,0.0091223790845674,0.6294808442401427,0.6215501465955474,0.0239398025314253,0.196443370789443,0.0935584335595633,0.0516824899196204,test,None,0,0,0,0
Original_0_0_0,RandomForest,0.876036114434896,0.8915787206547492,0.8112489511467462,0.8373263432168534,0.0123334181351173,0.7036564520221186,0.6950297449038528,0.0714823130269919,0.2003547625090123,0.0839051626509801,0.0679124852715886,validation,None,0,0,0,0
Original_0_0_0,Tree,0.8441422821712171,0.8574413094981693,0.7932637815987854,0.8123794171952723,0.0120084857561054,0.637755398401924,0.6255530934887131,0.0589093449084468,0.2014081643257022,0.0957069024717706,0.0695236620021082,validation,None,0,0,0,0
sample_data_adult_tab_gender_split_70_0_0.csv,LogReg,0.829478951376047,0.7854835235838897,0.7987170786231085,0.7493575225510661,0.2187862915348584,0.9757404567227178,0.9523470427632812,0.6890093639125869,0.4340384339926902,0.1224641618455786,0.4907485496743396,test,None,70,0,0,0
sample_data_adult_tab_gender_split_70_0_0.csv,LinSVM,0.8252801044272816,0.7766530260607366,0.7966520089151256,0.7522677234698372,0.2145756961917611,0.971485244489122,0.9467762308685772,0.693389213191638,0.4531763085718849,0.1182720477877996,0.5043957295132004,validation,None,70,0,0,0
sample_data_adult_tab_gender_split_70_0_0.csv,LogReg,0.8299793321005111,0.7781606719793237,0.8022694304448417,0.7507344298701939,0.214883868956847,0.9732729115869262,0.9498337701015956,0.6998453325350497,0.4471173479575444,0.1196992076757872,0.5037879081994682,validation,None,70,0,0,0
sample_data_adult_tab_gender_split_70_0_0.csv,LinSVM,0.8276949853149136,0.7827912987292699,0.8007646069960087,0.7524592674752127,0.2187518813817877,0.9729020450560866,0.949885045346325,0.7023975220117189,0.4461477586191688,0.1197358196111137,0.5029808112505862,test,None,70,0,0,0
sample_data_adult_tab_gender_split_70_0_0.csv,RandomForest,0.8357663439573588,0.7782468231746715,0.7985548672882267,0.760350284177486,0.219723412297608,0.9492042172856344,0.9147271169195944,0.649837824738873,0.4583900299623675,0.1132734744758667,0.4867340250628132,test,None,70,0,0,0
sample_data_adult_tab_gender_split_70_0_0.csv,Tree,0.7815729359295116,0.7291406418264054,0.7429424655364357,0.7121851175674696,0.2174990276959806,0.8288443664591032,0.8347754289597933,0.4206052678998615,0.4085983761598183,0.1315791998412041,0.3729935645446185,test,None,70,0,0,0
sample_data_adult_tab_gender_split_70_0_0.csv,RandomForest,0.8344392472533448,0.7718070213224208,0.7994349793742903,0.7610609648507491,0.2151528827095299,0.9403282448946204,0.916013633928092,0.6331866487052836,0.4622013783413441,0.1110120610674858,0.4824555843785287,validation,None,70,0,0,0
sample_data_adult_tab_gender_split_70_0_0.csv,Tree,0.7790710323071902,0.7137841912556537,0.7411214183884505,0.6956188490851052,0.2142402340240375,0.834197235401108,0.8255910713983887,0.3791188943770893,0.4127778701023429,0.1380951327429841,0.362090832773604,validation,None,70,0,0,0
sample_data_FAIRGAN_gender_0_6_0.csv,LogReg,0.803859684390391,0.5220547060090459,0.7841796868473577,0.4301609277220324,9.816236607541288,0.3330734747125614,0.0250847634249014,0.1640592281451748,0.1525870212920573,0.2620286101997864,0.1445359710844249,test,None,0,6,0,0
sample_data_FAIRGAN_gender_0_6_0.csv,LinSVM,0.8055885013569203,0.3132888218824036,0.7868446202031392,0.4590120622820885,9.799498543846376,0.0879051532792542,0.0389449078621997,0.1067285336526468,0.0754029537848992,0.108365948514445,0.0805469590689427,validation,None,0,6,0,0
sample_data_FAIRGAN_gender_0_6_0.csv,LogReg,0.803799376821791,0.5276329959078182,0.7847399069769833,0.4289395969447115,9.775754843940758,0.3092775799125465,0.0177151400681982,0.1505423339819388,0.1345682924807867,0.2662278878716231,0.127523031853569,validation,None,0,6,0,0
