acc_test,fair_test,time,Choice,f_nopred,not enough data
0.6546087966592902,1.0,0,0,1,All Available
0.6372050386318971,1.0,8.230740785598755,0.01,1,"Prot: 1,Pred: 1"
0.6391762630957798,1.0,7.901464462280273,0.6515905945893032,1,"Prot: 1,Pred: 0"
0.6376180612318302,1.0,7.786671876907349,0.636969568938736,1,"Prot: 1,Pred: 1"
0.6427016825579244,1.0,8.12883448600769,0.6484995720724301,1,"Prot: 1,Pred: 1"
0.6418150484337136,1.0,8.110558986663818,0.6116339547782759,1,"Prot: 1,Pred: 1"
0.641464618190969,1.0,7.984402418136597,0.6179093371473983,1,"Prot: 1,Pred: 1"
0.6417402734997856,1.0,8.867886781692505,0.620407313947198,1,"Prot: 1,Pred: 1"
0.645285889270045,1.0,8.525112628936768,0.6184415108861648,1,"Prot: 1,Pred: 1"
0.6439953289835367,1.0,7.24294114112854,0.5937047911335572,1,"Prot: 1,Pred: 1"
0.6520448834430905,1.0,8.605857372283936,0.6025919908313236,1,"Prot: 1,Pred: 1"
0.6523700278057724,1.0,8.986948251724243,0.5492569776086971,1,"Prot: 1,Pred: 1"
0.6478256965002483,1.0,8.167856931686401,0.5472047529711253,1,"Prot: 1,Pred: 1"
0.6528709286429566,1.0,8.651803016662598,0.5765958569479491,1,"Prot: 1,Pred: 1"
0.6608265945667277,1.0,8.689903974533081,0.5440581955520393,1,"Prot: 1,Pred: 1"
0.65371316328525,1.0,8.520551681518555,0.4964402974600454,1,"Prot: 1,Pred: 1"
0.6542968527877376,1.0,8.115997314453125,0.5388081839250243,1,"Prot: 1,Pred: 1"
0.6589563516434194,1.0,7.485705137252808,0.535199545637033,1,"Prot: 1,Pred: 1"
0.6552895580244706,1.0,8.938491106033325,0.5072455454103975,1,"Prot: 1,Pred: 1"
0.6596814153027111,1.0,8.697952508926392,0.5291176026800576,1,"Prot: 1,Pred: 1"
0.6661010791034913,1.0,8.22652816772461,0.5030288845270589,1,"Prot: 1,Pred: 1"
0.6590775294921086,1.0,8.658263206481934,0.46719114692210917,1,"Prot: 1,Pred: 1"
0.6626453450033268,1.0,8.211752891540527,0.5065383747021069,1,"Prot: 1,Pred: 1"
0.6620798483761103,1.0,8.190011739730835,0.48615334130867904,1,"Prot: 1,Pred: 1"
0.6609477724154169,1.0,9.06522512435913,0.4893287782704084,1,"Prot: 1,Pred: 1"
0.6604741608911392,1.0,8.135232210159302,0.49574819076742827,1,"Prot: 1,Pred: 1"
0.6657011598068814,1.0,8.86304497718811,0.49845871727743013,1,"Prot: 1,Pred: 1"
0.6651982555368532,1.0,8.142781734466553,0.4693471671904957,1,"Prot: 1,Pred: 1"
0.6688428494148433,1.0,7.347100019454956,0.47207252221352564,1,"Prot: 1,Pred: 1"
0.6680793965721656,1.0,7.145190954208374,0.4526742106107095,1,"Prot: 1,Pred: 1"
0.6722066984120689,1.0,7.405431509017944,0.4566705622292283,1,"Prot: 1,Pred: 1"
0.6679804184644351,1.0,7.3826048374176025,0.4354782890370286,1,"Prot: 1,Pred: 1"
0.6743465863456624,1.0,7.384731769561768,0.4571912475397684,1,"Prot: 1,Pred: 1"
0.6717754829368647,1.0,7.4912354946136475,0.4248807629557504,1,"Prot: 1,Pred: 1"
0.6739668633571673,1.0,7.118376970291138,0.43764561894381326,1,"Prot: 1,Pred: 1"
0.6799371188074722,1.0,7.574381113052368,0.4267422898062249,1,"Prot: 1,Pred: 1"
0.6797018561148854,1.0,7.459026336669922,0.39839548318823226,1,"Prot: 1,Pred: 1"
0.6837725758961317,1.0,6.533380508422852,0.39947602468913473,1,"Prot: 1,Pred: 1"
0.6780193902631424,1.0,5.892681360244751,0.3811861569357575,1,"Prot: 1,Pred: 1"
0.6786778546995581,1.0,6.407980680465698,0.4072893449293494,1,"Prot: 1,Pred: 1"
0.6815135135466929,1.0,6.354892015457153,0.40421341849573883,1,"Prot: 1,Pred: 1"
0.6801623643358399,1.0,6.147670745849609,0.3912302546103371,1,"Prot: 1,Pred: 1"
0.6863618721802003,1.0,6.051884174346924,0.39736368850684084,1,"Prot: 1,Pred: 1"
0.6825264150915408,1.0,5.961803674697876,0.36999055621015847,1,"Prot: 1,Pred: 1"
0.6822365737731407,1.0,6.137993574142456,0.3866944371782921,1,"Prot: 1,Pred: 1"
0.692100871803606,1.0,6.266880750656128,0.38798696148457823,1,"Prot: 1,Pred: 1"
0.6942518596076788,1.0,6.2038960456848145,0.3463344084289355,1,"Prot: 1,Pred: 1"
0.6858902640887663,1.0,6.2784104347229,0.33786305287942286,1,"Prot: 1,Pred: 1"
0.6882503079787796,1.0,6.283993482589722,0.37200491641737815,1,"Prot: 1,Pred: 1"
0.691108166566873,1.0,5.906040668487549,0.3620332509142456,1,"Prot: 1,Pred: 1"
0.6874666588279871,1.0,6.023070812225342,0.3503153497271147,1,"Prot: 1,Pred: 1"
0.6908951036152449,1.0,6.181676149368286,0.3653143278672763,1,"Prot: 1,Pred: 1"
0.69246240191683,1.0,6.05022120475769,0.3511757203351491,1,"Prot: 1,Pred: 0"
0.6900306692319929,1.0,6.240312576293945,0.3448958672462861,1,"Prot: 1,Pred: 1"
0.6978449609989597,1.0,6.147573232650757,0.3546881293733073,1,"Prot: 1,Pred: 1"
0.6963018658711772,1.0,6.085362434387207,0.32417177202511116,1,"Prot: 1,Pred: 1"
0.6979095567889919,1.0,6.350741386413574,0.32998231927469757,1,"Prot: 1,Pred: 1"
0.6998090924580507,1.0,5.990607976913452,0.323930779471954,1,"Prot: 1,Pred: 1"
0.6983478652689878,1.0,6.220442771911621,0.316923568757726,1,"Prot: 1,Pred: 1"
0.6973167708488688,1.0,5.838594198226929,0.32230027320736476,1,"Prot: 1,Pred: 1"
0.6997979925875712,1.0,5.962535619735718,0.3261490709517693,1,"Prot: 1,Pred: 1"
0.6990305328792059,1.0,6.105830430984497,0.31696407163647816,1,"Prot: 1,Pred: 1"
0.6982337804250902,1.0,6.25034499168396,0.31977708228631824,1,"Prot: 1,Pred: 1"
0.7037799134049828,1.0,5.77476692199707,0.32272387672953096,1,"Prot: 1,Pred: 1"
0.699733396797539,1.0,6.128082990646362,0.302761349933717,1,"Prot: 1,Pred: 1"
0.7071679655760109,1.0,6.310786485671997,0.3171998812159423,1,"Prot: 1,Pred: 1"
0.7032628231253713,1.0,6.201908349990845,0.2911790817443087,1,"Prot: 1,Pred: 0"
0.7034516829031969,1.0,6.084688186645508,0.3045691311389987,1,"Prot: 1,Pred: 1"
0.7084636154344671,1.0,5.695455074310303,0.3039076172180249,1,"Prot: 1,Pred: 1"
0.7034900720865829,1.0,6.214667558670044,0.28686787927973983,1,"Prot: 1,Pred: 1"
0.7092361647147802,1.0,6.027443885803223,0.3037733282974315,1,"Prot: 1,Pred: 1"
0.707742558640863,1.0,6.288707256317139,0.2843277029402582,1,"Prot: 1,Pred: 1"
0.7117799788106712,1.0,6.301133871078491,0.2892592173500197,1,"Prot: 1,Pred: 1"
0.712738301729706,1.0,6.0510358810424805,0.2761214249550798,1,"Prot: 1,Pred: 1"
0.7120021381999349,1.0,6.399302005767822,0.2730916939648823,1,"Prot: 1,Pred: 1"
0.7121213126157803,1.0,5.812108278274536,0.2754160903499642,1,"Prot: 1,Pred: 1"
