filename,Test Algorithm,Accuracy Gen,Accuracy Orig,Accuracy Bal Gen,Accuracy Bal Orig,K1 Dist,Disparate Impact,Disparate Impact Gen,Equal Opp. Diff,Statistical Par. Diff,Theil Index,Avg. Odds,testfile
Original_0_0_0,NeuralNet,0.6167241379310345,0.6794192997438088,0.5974135764798794,0.672230012687329,0.0038924358803371,0.2386196376954335,0.164549098512107,0.1264822454096901,0.1782485341403442,0.1875628342471637,0.1309700311414704,all_test
sample_data_FAIRGAN_gender_0_2_0.csv,NeuralNet,0.6013899613899614,0.5821520068317677,0.552345731815232,0.5695587025610207,0.7398627629164822,0.0653470897031237,0.0689430668902432,-0.0132512335193723,0.0060651913498518,0.2247146099314659,-0.0148230044712681,all_test
sample_data_FAIRGAN_gender_1_2_0.csv,NeuralNet,0.6231660231660232,0.5808710503842869,0.6220171214553237,0.569815751219752,0.406633688127285,0.2637139125445741,0.041546616271681,-0.0548491466472539,-0.0532388518108207,0.235520587112448,-0.0814516291679558,all_test
sample_data_FAIRGAN_gender_2_2_0.csv,NeuralNet,0.557065637065637,0.5590093936806148,0.5290455057456261,0.5256887957457457,0.6242291681538207,0.0088680513406046,0.0802409791589368,-0.0184663916525115,-0.0059026182820394,0.086873687122309,-0.0118994626528584,all_test
sample_data_gender_pro_compas_tab_gender_split_60_0_0.csv,NeuralNet,0.6182758620689655,0.644918872758326,0.5890816440103359,0.6363406485433787,0.0116630832770861,0.1669188327046833,0.0825060368929468,0.081709536520262,0.1042273501040287,0.1999589191868814,0.0597418800820689,all_test
sample_data_gender_pro_compas_tab_gender_split_60_0_1.csv,NeuralNet,0.6612068965517242,0.6156276686592655,0.6556055123658033,0.606010154265885,0.0187366284360874,0.1039883672674105,0.1360333009479251,0.019289411955027,0.0642478856494366,0.214636530062561,0.0388010434425275,all_test
sample_data_gender_pro_compas_tab_gender_split_60_0_2.csv,NeuralNet,0.6024137931034483,0.6399658411614004,0.5744912229938273,0.6340572228618476,0.0047660125849331,0.1586178650295175,0.0687442744461109,0.0404796570411712,0.106493915894332,0.2238197225794236,0.0779487449540122,all_test
sample_data_5_99_0.csv,NeuralNet,0.835,0.4888983774551665,0.7900899550693007,0.4703116504020833,0.3017468103632029,0.0938718138047186,0.0788789264941387,-0.0449041494782819,-0.0540539688544228,0.2428920528422085,-0.0464231529745135,all_test
sample_data_2_99_0.csv,NeuralNet,0.8625862068965517,0.5341588385994875,0.8423377427090586,0.5108170302257816,0.3726400450800947,0.2702744223518057,0.3404575058442005,-0.1688627355819784,-0.1540503661271582,0.1775421647782879,-0.156158010467252,all_test
sample_data_6_99_0.csv,NeuralNet,0.7125862068965517,0.5404782237403929,0.7181257887652844,0.5420595592675838,0.0566781341335568,0.2947999309505228,0.1889116104896324,0.1666787996440993,0.1888117304799733,0.364433540147292,0.18328208941288,all_test
sample_data_1_99_0.csv,NeuralNet,0.7008620689655173,0.4994022203245089,0.6489156317544053,0.4728808895365859,0.4057331344582346,0.0503311919970812,0.0983344272615251,-0.0223934320148831,-0.0307690922027975,0.1770151996199779,-0.0234531467684704,all_test
sample_data_3_99_0.csv,NeuralNet,0.6920689655172414,0.5704526046114432,0.656569579288026,0.5520416032850569,0.2092718172262274,0.3166485527788236,0.1599854716258949,-0.0091563536358488,0.0303435200446738,0.1846316766907813,0.0238351245282037,all_test
sample_data_0_99_0.csv,NeuralNet,0.7658620689655173,0.5611443210930828,0.7369358789691459,0.5428982878343266,0.2061210982108519,0.066928097720704,0.1310125181816241,-0.0384938930680255,0.00382159294586,0.1901298354675147,0.001418120772398,all_test
sample_data_4_99_0.csv,NeuralNet,0.7496551724137931,0.54466268146883,0.7510484342392605,0.5314382323740421,0.1796954486676056,0.1430824271983156,0.4407418327833896,-0.0848176009059289,-0.0756694317598422,0.245098108564523,-0.0864478514992126,all_test
Original_0_0_0,LogReg,0.6737931034482759,0.6831767719897524,0.6664441014227422,0.6749547920433996,0.0034133401733455,0.2888738704367825,0.2613704444545984,0.173364854215918,0.2308670691442559,0.1789115070406909,0.1875241522630806,test
sample_data_0_99_0.csv,LogReg,0.9010344827586207,0.5866780529461998,0.8986021021985314,0.5952478805100867,0.1882360168347605,0.0547722342733187,0.295898770999688,-0.0493827160493827,0.0228767564836351,0.3711477119706966,0.0107704464712907,test
sample_data_1_99_0.csv,LogReg,0.8901724137931033,0.4167378309137489,0.8854019367207631,0.4129673445903102,0.3960232431384246,0.0979398931679567,0.3163622649928295,-0.0049120042027843,-0.054068769655629,0.4036793896237308,-0.0381085298198338,test
sample_data_2_99_0.csv,LogReg,0.8496551724137932,0.5610589239965841,0.8336102730718652,0.5570442216011836,0.3616533108057026,0.5387501563346813,0.6275100419009915,-0.3438928289992119,-0.3377414212163186,0.2948836503029748,-0.363394385204519,test
sample_data_3_99_0.csv,LogReg,0.7174137931034483,0.6464560204953032,0.7092993151200421,0.6414818228787487,0.1893447328133688,0.4413722402163255,0.373957451472132,0.2650643551352771,0.3881948618770091,0.2262702657706493,0.3817184251518111,test
sample_data_4_99_0.csv,LogReg,0.775,0.6447480785653288,0.7701486253592966,0.6352583898922055,0.1579244147222365,0.2685172064225682,0.4391242930587693,0.1554767533490937,0.2145980886670324,0.1966826659459857,0.1865141878839863,test
sample_data_5_99_0.csv,LogReg,0.9889655172413792,0.4329632792485055,0.9868236587140264,0.425678412907165,0.3179271533581861,0.158753080299732,0.1378043401170941,-0.0732072498029944,-0.0962505118086227,0.3611863635919844,-0.0773548201003579,test
